RefID,Region,Project,Location,Est Cost $M,2022-23,2023-24,0-5,5-10,0-10,0-15,10-15,15+,Sub Sector,Enabling Infrastructure,Challenge / Opportunity,Industry Sector,Category,cost_num,cost_imputed,log_cost,h_2022-23,h_2023-24,h_0-5,h_5-10,h_0-10,h_0-15,h_10-15,h_15+,short_term,ABS_Population,region_area_km2,pop_density,log_pop_density,cost_per_cap,log_cost_per_cap,is_funded,is_near_term,is_remote,n_horizons
1160.1,Big Rivers,Buntine Highway - improve the road standard and extend the seal towards Western Australia,Buntine Highway NT Australia,125,40,43.1,●,,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Increase road capacity, safety, support accessibility, connectivity and amenity",Transport and Logistics,F,125.0,125.0,2.0969100130080562,0,0,1,0,0,0,0,0,1,21453.0,320000,0.067040625,0.06488904563418119,5.8266909057008345,1.9208400621366646,1,0,0,1
1136,Big Rivers,Carpentaria Highway upgrades,Carpentaria Highway NT Australia,142.8,142.8,●,●,,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Roads of Strategic Importance - support economic development of the mining, cattle and tourism industries and improve community access",Transport and Logistics,F,142.8,142.8,2.1547282074401557,0,1,1,0,0,0,0,0,1,21453.0,320000,0.067040625,0.06488904563418119,6.656411690672634,2.0355434263037337,1,1,0,2
0e5,Big Rivers,Casuarina Street Primary School - convert library to early learning centre,"-14.452, 132.27",0.5,0.5,,,,,,,,Education and Training,Social Infrastructure,Master planned infrastructure to provide contemporary educational facilities to support growth in early years learning enrolments,Education and Training,F,0.5,0.5,-0.3010299956639812,0,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.023306763622803338,0.02303930870741716,1,0,0,0
1163.1,Big Rivers,Central Arnhem Road - upgrade road within the Big Rivers region,"-13.6543, 134.3156",110,20,20,●,,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Improve all weather access to support accessibility, growth and community safety",Transport and Logistics,F,110.0,110.0,2.041392685158225,0,0,1,0,0,0,0,0,1,21453.0,320000,0.067040625,0.06488904563418119,5.127487997016734,1.8127848775470141,1,0,0,1
2s30,Big Rivers,Delamere Air Weapons Range upgrades (Growler),"-13.6543, 134.3156",298,●,,,,,,,,Training Facilities,Land Infrastructure,Enhance defence capability and operations,Defence and Security,F,298.0,298.0,2.4742162640762553,1,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,13.89083111919079,2.700745662410911,1,1,0,1
380,Big Rivers,Godinymayin Yijard Rivers Art and Culture Centre (GYRACC) - Katherine,"-14.5124, 132.2526",5,1,●,,,,,,,Arts Trail,Social Infrastructure,"Value, preserve and expand art and cultural places, through the Arts Trail Gallery Extension Program",Tourism,F,5.0,5.0,0.6989700043360189,0,1,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.2330676362280334,0.20950507768829665,1,1,0,1
2e35,Big Rivers,Kalkarindji - Families as First Teachers Building - security upgrade,"-17.44675, 130.83212",0.1,0.1,,,,,,,,Education and Training,Social Infrastructure,Strengthen early years learning and engagement of students and parents,Education and Training,F,0.1,0.1,-1.0,0,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.004661352724560668,0.0046505222633080375,1,0,0,0
668,Big Rivers,Kalkarindji regional town development - residential and commercial/industrial land release  ,"-17.44675, 130.83212",4,,3.9,●,,,,,,Industrial Subdivisions,Land Infrastructure,Enable economic development and population growth by increasing land availability,Land,F,4.0,4.0,0.6020599913279624,0,0,1,0,0,0,0,0,1,21453.0,320000,0.067040625,0.06488904563418119,0.1864541089824267,0.17096911850760932,1,0,0,1
671,Big Rivers,Katherine - new infrastructure to mitigate flooding (southern levee),"-14.452, 132.27",9.4,●,●,,,,,,,Green and Blue Infrastructure,Land Infrastructure,"Improve community safety and reduce the damage, disruption and costs associated with major flood events",Land,F,9.4,9.4,0.9731278535996987,1,1,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.43816715610870277,0.3633694946216427,1,1,0,2
2b14,Big Rivers,Katherine - PFAS Water Treatment Plant,"-14.3231, 132.418469",7.4,●,●,,,,,,,Water,Utilities,Support population growth by improving access to quality water,Utilities,F,7.4,7.4,0.8692317197309762,1,1,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.34494010161748945,0.29634947794873856,1,1,0,2
2f22,Big Rivers,Katherine Crisis Centre upgrades,"-14.44987, 132.25814",3,3,,,,,,,,Health,Social Infrastructure,Support the vulnerable by improving community service facilities,Health,F,3.0,3.0,0.47712125471966244,0,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.13984058173682004,0.1308884120460615,1,0,0,0
9a82,Big Rivers,Katherine Hospital - Central Sterilising Department,"-14.452, 132.27",2.1,2.1,,,,,,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure to support health services,Health,F,2.1,2.1,0.3222192947339193,0,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.09788840721577402,0.0933887051498596,1,0,0,0
656,Big Rivers,Katherine Logistics and Agribusiness hub,"-14.452, 132.27",35,33.5,●,●,,,,,,Intermodal Hubs,Transport and Logistics,"Enable economic development by improving supply chains, processing and transport",Transport and Logistics,F,35.0,35.0,1.5440680443502757,0,1,1,0,0,0,0,0,1,21453.0,320000,0.067040625,0.06488904563418119,1.6314734535962336,0.9675439378247437,1,1,0,2
2s9,Big Rivers,Katherine Materials Recovery Facility ,"-14.452, 132.27",7.2,2.6,3,●,,,,,,Waste Management,Utilities,Support improved waste management and recycling processes,Utilities,F,7.2,7.2,0.8573324964312685,0,0,1,0,0,0,0,0,1,21453.0,320000,0.067040625,0.06488904563418119,0.33561739616836805,0.2893936539863416,1,0,0,1
2t17,Big Rivers,Katherine Power Station - black start generator and 22kv and 11kv cables,"-14.452, 132.27",5,1.5,3.5,,,,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,F,5.0,5.0,0.6989700043360189,0,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.2330676362280334,0.20950507768829665,1,0,0,0
2f13,Big Rivers,Katherine regional Intergated Service Centre,"-14.452, 132.27",0.1,0.1,,,,,,,,Civic Services,Social Infrastructure,"Enhance services and liveability, health and community outcomes in regional towns and remote communities ",Civic Services,F,0.1,0.1,-1.0,0,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.004661352724560668,0.0046505222633080375,1,0,0,0
2b3,Big Rivers,Katherine Solar Power Station connection,"-14.452, 132.27",●,●,,,,,,,,Electricity,Utilities,Expand and diversify the Territory's power grid to improve efficiency and to meet Northern Territory renewables target of 50% by 2030,Utilities,F,,5.3,0.724275869600789,1,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.24705169440171537,0.22078212085206855,1,1,0,1
2l12,Big Rivers,Katherine Transit Hub,"-14.452, 132.27",0.6,●,,,,,,,,"Rail, Roads and Bridges",Transport and Logistics,Provide public transport facilities and depot in Katherine,Transport and Logistics,F,0.6,0.6,-0.2218487496163564,1,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.027968116347364003,0.027584151325691683,1,1,0,1
8b158,Big Rivers,Pine Creek - water source augmentation ,"-13.8235, 131.8262",0.3,0.1,0.1,●,,,,,,Water,Utilities,Support population growth by improving access to quality water,Utilities,F,0.3,0.3,-0.5228787452803376,0,0,1,0,0,0,0,0,1,21453.0,320000,0.067040625,0.06488904563418119,0.013984058173682002,0.013887183323196753,1,0,0,1
0d13,Big Rivers,RAAF Base Tindal - US Air Force bulk fuel facility,"-14.520095, 132.376999",●,●,●,,,,,,,Fuel Storage,Transport and Logistics,Enhance facilities for US Air Force operations at RAAF Tindal,Defence and Security,F,,5.3,0.724275869600789,1,1,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.24705169440171537,0.22078212085206855,1,1,0,2
13,Big Rivers,"RAAF Base Tindal - USFPI/KC 30A Tankers extend, strengthen and widen runway and taxi ways ","-14.5165, 132.3866
",702,●,●,●,●,,,,,Development and Maintenance of Facilities,Transport and Logistics,Upgrade infrastructure to enhance defence capability and operations,Defence and Security,F,702.0,702.0,2.846337112129805,1,1,1,1,0,0,0,0,1,21453.0,320000,0.067040625,0.06488904563418119,32.72269612641589,3.5181710862367237,1,1,0,4
9o2,Big Rivers,RAAF Base Tindal redevelopment - stage 6,"-14.5259, 132.3835",422,●,●,●,●,,,,,Development and Maintenance of Facilities,Transport and Logistics,Enhance defence capability and operations,Defence and Security,F,422.0,422.0,2.625312450961674,1,1,1,1,0,0,0,0,1,21453.0,320000,0.067040625,0.06488904563418119,19.670908497646018,3.0287273252022033,1,1,0,4
1161,Big Rivers,Savannah Way - Roper Highway sealing selected sections,Roper Highway NT Australia,56,8.5,●,,,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Support economic development of the cattle, mining and mineral exploration industries",Transport and Logistics,F,56.0,56.0,1.7481880270062005,0,1,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,2.6103575257539737,1.2838068050458686,1,1,0,1
318,Big Rivers,Sill 80 Ilmenite project - upgrade process plant and water supply,"-14.9855, 133.9928",●,●,,,,,,,,Mining,Other,Meet global demand for critical minerals used for new and emerging technologies,Resources,F,,5.3,0.724275869600789,1,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.24705169440171537,0.22078212085206855,1,1,0,1
2l13,Big Rivers,Stuart Highway duplication in Katherine,"-14.452, 132.27",17.6,17.6,●,,,,,,,"Rail, Roads and Bridges",Transport and Logistics,Increased road safety and support further development of Katherine East,Transport and Logistics,F,17.6,17.6,1.24551266781415,0,1,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.8203980795226775,0.599055202184336,1,1,0,1
8b223,Big Rivers,Tindal Zone Substation - third 22kV line and upgrade capacity,"-13.8235, 131.8262",●,●,,,,,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,F,,5.3,0.724275869600789,1,0,0,0,0,0,0,0,0,21453.0,320000,0.067040625,0.06488904563418119,0.24705169440171537,0.22078212085206855,1,1,0,1
9l03.1,Big Rivers,Victoria Highway - Newman to Katherine corridor upgrades,"-14.452, 132.27",47.9,13,12.6,●,,,,,,"Rail, Roads and Bridges",Transport and Logistics,Roads of Strategic Importance - economic enabler and key national freight route between the Territory and the rest of Australia,Transport and Logistics,F,47.9,47.9,1.6803355134145632,0,0,1,0,0,0,0,0,1,21453.0,320000,0.067040625,0.06488904563418119,2.2327879550645595,1.1733449089228472,1,0,0,1
2r4,Barkly,Across the region - HomeBuild - new dwellings,"-19.6591, 134.1912",38.5,24.8,8.3,●,,,,,,Housing,Social Infrastructure,Reduce overcrowding and improve health outcomes while providing employment and training opportunities for local Aboriginal people,Housing,F,38.5,38.5,1.5854607295085006,0,0,1,0,0,0,0,0,1,6067.0,320000,0.018959375,0.01878188592868348,6.345805175539805,1.9941294258832194,1,0,1,1
2r22,Barkly,Across the region - housing infill lots: power and water asset upgrades and network extensions to service nominated infill lots,"-19.6591, 134.1912",2.15,1.75,0.2,●,,,,,,Residential Subdivisions,Utilities,Enable economic development and population growth through expanded utilities networks for new land development,Land,F,2.15,2.15,0.33243845991560533,0,0,1,0,0,0,0,0,1,6067.0,320000,0.018959375,0.01878188592868348,0.3543761331794956,0.30334092998889,1,0,1,1
0f18,Barkly,Ali Curung - Starting Early for a Better Future - child and family centres,"-21.0242, 134.3212",0.5,0.5,,,,,,,,Education and Training,Social Infrastructure,Strengthen early years learning and engagement of students and parents,Education and Training,F,0.5,0.5,-0.3010299956639812,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.08241305422778968,0.07919285824867478,1,0,1,0
1139.q,Barkly,Ali Curung Aerodrome - seal and line mark airstrip,"-21.0242, 134.3212",2.5,2.4,,,,,,,,Air Transport,Transport and Logistics,Support connectivity and improve all weather access to improve community safety and to support future growth,Transport and Logistics,F,2.5,2.5,0.3979400086720376,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.4120652711389484,0.3450533640217461,1,0,1,0
0u37,Barkly,Ampilatwatja - refurbish basketball court,"-21.65664, 135.22509",0.35,0.35,,,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Enhanced liveabiltiy through improved community facilities,"Sporting, Recreation, Lifestyle",F,0.35,0.35,-0.4559319556497244,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.05768913795945277,0.05608646980821747,1,0,1,0
2x01,Barkly,Barkly Business Hub fit out,"-19.6591, 134.1912",3.6,1.6,,,,,,,,Retail and Business,Social Infrastructure,Enhance liveability by improving community facilities,Lifestyle,F,3.6,3.6,0.5563025007672873,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.5933739904400857,0.46585377452230753,1,0,1,0
9f1,Barkly,Barkly Regional Deal - Back on Track in the Barkly,"-19.6591, 134.1912",3.55,2,,,,,,,,Justice and Public Safety,Social Infrastructure,"Improve outcomes for young people in detention, their families and the community",Justice and Public Safety,F,3.55,3.55,0.5502283530550941,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.5851326850173066,0.4606681167701839,1,0,1,0
9r238,Barkly,Barkly Regional Deal - Government Employee Housing,"-19.6591, 134.1912",●,●,,,,,,,,Housing,Social Infrastructure,Increase housing options for Government employees in regional areas in partnership with private sector,Housing,F,,5.3,0.724275869600789,1,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.8735783748145706,0.6278501717444126,1,1,1,1
9o6,Barkly,Barkly Regional Deal - new weather radar,"-19.6591, 134.1912",15,●,,,,,,,,Horticulture,Utilities,"Improve road and air travel safety and support agricultural, pastoral, transport and mining industries",Agribusiness,F,15.0,15.0,1.1760912590556813,1,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,2.4723916268336903,1.2448435861841725,1,1,1,1
9p16,Barkly,"Barkly Regional Deal - renovations to the Tennant Creek watchhouse 
","-19.6591, 134.1912",3.4,3.4,,,,,,,,Justice and Public Safety,Social Infrastructure,Support the continued delivery of quality police services in remote communities,Justice and Public Safety,F,3.4,3.4,0.5314789170422551,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.5604087687489698,0.4449478181865934,1,0,1,0
9e42,Barkly,Barkly regional Deal - student boarding accommodation at Tennant Creek High School,"-19.6591, 134.1912",16,6,10,,,,,,,Education and Training,Social Infrastructure,Contemporary educational infrastructure to support rural and remote students,Education and Training,F,16.0,16.0,1.2041199826559248,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,2.6372177352892696,1.2912190309407827,1,0,1,0
9r237,Barkly,Barkly Regional Deal - Tennant Creek visitor park ,"-19.6591, 134.1912",5,5,,,,,,,,Health,Social Infrastructure,"Provide safe, affordable and sustainable temporary housing options for mobile Territorians",Tourism,F,5.0,5.0,0.6989700043360189,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.8241305422778968,0.6011034583224875,1,0,1,0
9e16,Barkly,Murray Downs School - upgrade ablutions,"-21.0025, 134.4255",0.5,0.5,,,,,,,,Education and Training,Social Infrastructure,Upgrade ageing infrastructure to support the continued delivery of quality education,Education and Training,F,0.5,0.5,-0.3010299956639812,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.08241305422778968,0.07919285824867478,1,0,1,0
382,Barkly,Nyinkka Nyunyu Art and Culture Centre - Tennant Creek,"-19.6944, 134.1726",10,7,●,,,,,,,Arts Trail,Social Infrastructure,"Value, preserve and expand art and cultural places, through the Arts Trail Gallery Extension Program",Tourism,F,10.0,10.0,1.0,0,1,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,1.6482610845557937,0.9739032301010373,1,1,1,1
1114,Barkly,Purkiss Sporting Reserve upgrades,"-19.6591, 134.1912",7.9,4,,,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Improve amenity for sporting participants and attendees,"Sporting, Recreation, Lifestyle",F,7.9,7.9,0.8976270912904415,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,1.302126256799077,0.8338331553634735,1,0,1,0
8x14,Barkly,Tennant Creek - industrial land release,"-19.6591, 134.1912",10,,10,●,,,,,,Industrial Subdivisions,Land Infrastructure,Enable economic development and population growth by increasing land availability,Land,F,10.0,10.0,1.0,0,0,1,0,0,0,0,0,1,6067.0,320000,0.018959375,0.01878188592868348,1.6482610845557937,0.9739032301010373,1,0,1,1
8xx10,Barkly,Tennant Creek gold ore processing facility,"-19.44638,133.82105",●,●,,,,,,,,Mining,Transport and Logistics,"Develop a common user processing facility to support small scale, high value mines in the region",Resources,F,,5.3,0.724275869600789,1,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.8735783748145706,0.6278501717444126,1,1,1,1
9a147,Barkly,Tennant Creek Hospital staff accommodation,"-19.6591, 134.1912",3.2,3.2,,,,,,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure to support health services,Health,F,3.2,3.2,0.505149978319906,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.527443547057854,0.4235954536443936,1,0,1,0
0u60,Barkly,Tennant Creek new bike path with lighting,"-19.6591, 134.1912",2,2,,,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Enhanced liveabiltiy through improved community facilities,"Sporting, Recreation, Lifestyle",F,2.0,2.0,0.3010299956639812,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.3296522169111587,0.2849174169946765,1,0,1,0
2t5,Barkly,"Tennant Creek Power Station upgrades 
","-19.6591, 134.1912",3.6,1.65,1.4,●,,,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,F,3.6,3.6,0.5563025007672873,0,0,1,0,0,0,0,0,1,6067.0,320000,0.018959375,0.01878188592868348,0.5933739904400857,0.46585377452230753,1,0,1,1
657,Barkly,Tennant Creek Residential Area Plan - infrastructure plan and delivery,"-19.6591, 134.1912",5,,5,,,,,,,Residential Subdivisions,Land Infrastructure,Enable economic development and population growth,Land,F,5.0,5.0,0.6989700043360189,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.8241305422778968,0.6011034583224875,1,0,1,0
2k31,Barkly,Tennant Creek visitor experience upgrades,"-19.6591, 134.1912",5.5,3.5,,,,,,,,Cultural Experiences,Social Infrastructure,"Value, preserve and expand historic and cultural places, increase visitation opportunities and visitor experience",Tourism,F,5.5,5.5,0.7403626894942439,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.9065435965056865,0.6452919673531037,1,0,1,0
0u56,Barkly,Tennant Creek weighbridge and office at landfill site,"-19.6591, 134.1912",0.4,0.4,,,,,,,,Waste Management,Utilities,Support council operations and community services,Utilities,F,0.4,0.4,-0.3979400086720376,0,0,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,0.06593044338223175,0.06384807350429496,1,0,1,0
2d4,Barkly,Warrego Tailings Project - reprocessing of old tailings dams to produce magnetite concentrate,"-19.6591, 134.1912",48,●,●,,,,,,,Mining,Other,Meet global demand for minerals,Resources,F,48.0,48.0,1.6812412373755872,1,1,0,0,0,0,0,0,0,6067.0,320000,0.018959375,0.01878188592868348,7.911653205867809,2.1873597692621507,1,1,1,2
8h02,Central Australia,Across the region - expand housing for council staff,"-23.707029, 133.879257",5,1,,●,,,,,,Housing,Social Infrastructure,Support council operations by providing housing for local government employees in remote communities,Housing,F,5.0,5.0,0.6989700043360189,0,0,1,0,0,0,0,0,1,41962.0,626000,0.06703194888178914,0.06488091459091948,0.11915542633811543,0.11257431721624706,1,0,0,1
2r6,Central Australia,Across the region - HomeBuild - new dwellings,"-16.6000,129.0811",179.1,84.6,51.9,●,,,,,,Housing,Social Infrastructure,Reduce overcrowding and improve health outcomes while providing employment and training opportunities for local Aboriginal people,Housing,F,179.1,179.1,2.2530955858490316,0,0,1,0,0,0,0,0,1,41962.0,626000,0.06703194888178914,0.06488091459091948,4.2681473714312945,1.6616787583248438,1,0,0,1
2r27,Central Australia,"Across the region - housing headworks scoping, design and construction ","-16.8000,129.0811",3.4000000000000004,3.2,0.2,,,,,,,Residential Subdivisions,Utilities,Enable economic development and population growth through expanded utilities networks for new land development,Land,F,3.4000000000000004,3.4000000000000004,0.5314789170422551,0,0,0,0,0,0,0,0,0,41962.0,626000,0.06703194888178914,0.06488091459091948,0.0810256899099185,0.0779103033237351,1,0,0,0
2r19,Central Australia,Across the region - housing infill lots: power and water asset upgrades and network extensions to service nominated infill lots,"-24.7837, 133.9065",5.3500000000000005,5.2,0.15,,,,,,,Residential Subdivisions,Utilities,Enable economic development and population growth through expanded utilities networks for new land development,Land,F,5.3500000000000005,5.3500000000000005,0.7283537820212285,0,0,0,0,0,0,0,0,0,41962.0,626000,0.06703194888178914,0.06488091459091948,0.1274963061817835,0.11999951627561238,1,0,0,0
2s24,Central Australia,Alice Plaza - office refurbishment,"-23.6994, 133.88",10,10,,,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Support contemporary work practices and environments to attract and retain people,"Sporting, Recreation, Lifestyle",F,10.0,10.0,1.0,0,0,0,0,0,0,0,0,0,41962.0,626000,0.06703194888178914,0.06488091459091948,0.23831085267623087,0.21374823537416074,1,0,0,0
672,Central Australia,Alice Springs - new and upgraded infrastructure to mitigate flooding,"-23.6994, 133.88",10,,●,●,,,,,,Green and Blue Infrastructure,Land Infrastructure,"Improve community safety and reduce the damage, disruption and costs associated with major flood events",Land,F,10.0,10.0,1.0,0,1,1,0,0,0,0,0,1,41962.0,626000,0.06703194888178914,0.06488091459091948,0.23831085267623087,0.21374823537416074,1,1,0,2
2r34,Central Australia,"Alice Springs - public housing accessibility and electrical upgrades
","-23.6994, 133.88",0.93,0.93,,,,,,,,Housing,Social Infrastructure,"Provide safe, secure and affordable housing for people on low incomes",Housing,F,0.93,0.93,-0.03151705144606486,0,0,0,0,0,0,0,0,0,41962.0,626000,0.06703194888178914,0.06488091459091948,0.02216290929888947,0.0219208815233902,1,0,0,0
2x12,Central Australia,Alice Springs - service commercial and light industrial development,"-23.6994, 133.88",7,,,●,,,,,,Industrial Subdivisions,Land Infrastructure,Enable economic development and population growth by increasing land availability,Land,F,7.0,7.0,0.8450980400142568,0,0,1,0,0,0,0,0,1,41962.0,626000,0.06703194888178914,0.06488091459091948,0.1668175968733616,0.15428004020843905,1,0,0,1
0f16,Central Australia,Alice Springs - Starting Early for a Better Future - child and family centres,"-23.6994, 133.88",0.5,0.5,,,,,,,,Education and Training,Social Infrastructure,Strengthen early years learning and engagement of students and parents,Education and Training,F,0.5,0.5,-0.3010299956639812,0,0,0,0,0,0,0,0,0,41962.0,626000,0.06703194888178914,0.06488091459091948,0.011915542633811543,0.011845111487193654,1,0,0,0
2l8,Central Australia,Alice Springs - upgrade bus stops and Disability Discrimination Act (DDA) compliance upgrades,"-23.6994, 133.88",0.8,0.8,,,,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Increase road capacity, safety, support accessibility, connectivity and amenity",Transport and Logistics,F,0.8,0.8,-0.09691001300805639,0,0,0,0,0,0,0,0,0,41962.0,626000,0.06703194888178914,0.06488091459091948,0.01906486821409847,0.01888541091327965,1,0,0,0
9j9,Central Australia,Alice Springs Airport - major expansion of the solar array ,"-23.6994, 133.88",●,●,●,,,,,,,Electricity,Utilities,"Increase renewable energy to meet Northern Territory renewables target of 50% by 2030, supported by Northern Australia Infrastructure Facility (NAIF)",Utilities,F,,5.3,0.724275869600789,1,1,0,0,0,0,0,0,0,41962.0,626000,0.06703194888178914,0.06488091459091948,0.12630475191840235,0.11894214311473324,1,1,0,2
2j1,Central Australia,Alice Springs Correctional Centre - stage 3 security upgrades,"-23.6994, 133.88",0.85,0.4,,,,,,,,Justice and Public Safety,Social Infrastructure,Meet community expectation through additional correctional infrastructure,Justice and Public Safety,F,0.85,0.85,-0.07058107428570728,0,0,0,0,0,0,0,0,0,41962.0,626000,0.06703194888178914,0.06488091459091948,0.02025642247747962,0.020053990287620158,1,0,0,0
383.1,Central Australia,Alice Springs cultural infrastructure upgrades,"-23.7646, 133.8747",19.385,19.39,,,,,,,,Cultural Experiences,Social Infrastructure,"Value, preserve and celebrate Aboriginal culture, improving tourism opportunities and experience",Tourism,F,19.385,19.385,1.2874658053432289,0,0,0,0,0,0,0,0,0,41962.0,626000,0.06703194888178914,0.06488091459091948,0.46196558791287357,0.3797818233712782,1,0,0,0
9a141,Central Australia,Alice Springs Hospital - Ambulatory Care Centre,"-23.70556, 133.8782",25.7,24.7,●,●,,,,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure to support health services,Health,F,25.7,25.7,1.4099331233312946,0,1,1,0,0,0,0,0,1,41962.0,626000,0.06703194888178914,0.06488091459091948,0.6124588913779133,0.4777602756436966,1,1,0,2
9a133,Central Australia,Alice Springs Hospital - Central Sterilising Department relocation,"-23.6994, 133.88",5.8,0.125,4,●,,,,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure to support health services,Health,F,5.8,5.8,0.7634279935629372,0,0,1,0,0,0,0,0,1,41962.0,626000,0.06703194888178914,0.06488091459091948,0.13822029455221388,0.1294658974199616,1,0,0,1
0a1,Central Australia,Alice Springs Hospital - hybrid operating theatre,"-23.6994, 133.88",4.4,4.3,●,,,,,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure to support health services,Health,F,4.4,4.4,0.6434526764861874,0,1,0,0,0,0,0,0,0,41962.0,626000,0.06703194888178914,0.06488091459091948,0.10485677517754159,0.09971571134499282,1,1,0,1
64,Central Australia,Alice Springs Hospital - ward wet areas,"-23.6994, 133.88",1.9,,,●,,,,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure to support health services,Health,F,1.9,1.9,0.2787536009528289,0,0,1,0,0,0,0,0,1,41962.0,626000,0.06703194888178914,0.06488091459091948,0.04527906200848386,0.04428389475080428,1,0,0,1
1082,Central Australia,"Alice Springs Power Network - replace corroded poles 
","-23.7090, 133.8909",12,3.95,3.95,●,,,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,F,12.0,12.0,1.0791812460476249,0,0,1,0,0,0,0,0,1,41962.0,626000,0.06703194888178914,0.06488091459091948,0.28597302321147705,0.25151564831039125,1,0,0,1
9b23,Central Australia,Alice Springs Power Network - Sadadeen replace 22kV (kilovolt) switchboard ,"-23.6994, 133.88",4.8,,,●,,,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,F,4.8,4.8,0.6812412373755872,0,0,1,0,0,0,0,0,1,41962.0,626000,0.06703194888178914,0.06488091459091948,0.1143892092845908,0.10830646045433767,1,0,0,1
8b05,Central Australia,Alice Springs Power Network - upgrade Lovegrove power transformers,"-23.6994, 133.88",4.4,,,●,,,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,F,4.4,4.4,0.6434526764861874,0,0,1,0,0,0,0,0,1,41962.0,626000,0.06703194888178914,0.06488091459091948,0.10485677517754159,0.09971571134499282,1,0,0,1
